time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,StepsInEpisode
26_04_2021 21h37min24seg,530,-1,5554,466,163,750,475,0,0,4955,24,167,0,225,0,8480
26_04_2021 21h37min57seg,531,-1,5985,602,588,750,700,0,0,6085,0,0,0,750,0,10940
26_04_2021 21h38min29seg,532,-1,6895,600,12,750,400,0,0,6395,0,727,0,150,0,10620
26_04_2021 21h38min57seg,533,-1,4965,464,469,750,700,0,0,4815,0,0,0,550,0,8820
26_04_2021 21h39min22seg,534,-1,5524,446,167,750,475,0,0,4865,84,167,0,225,0,8160
26_04_2021 21h39min51seg,535,-1,4294,520,563,600,775,0,0,4065,4,0,0,375,0,9080
26_04_2021 21h40min25seg,536,-1,3983,1055,3082,1150,1225,0,0,3820,488,0,0,1475,0,10200
26_04_2021 21h41min00seg,537,-1,5892,503,1028,1050,775,0,0,5385,432,0,0,825,0,11180
26_04_2021 21h41min27seg,538,-1,4498,523,548,600,575,0,0,3735,288,0,0,175,0,8780
26_04_2021 21h41min59seg,539,-1,5931,667,55,600,475,0,0,4950,456,307,0,75,0,10800
26_04_2021 21h42min23seg,540,-1,4850,519,9,600,400,0,0,4200,0,671,0,0,0,8320
26_04_2021 21h42min48seg,541,-1,5410,452,0,750,400,0,0,4760,0,867,0,150,0,8060
26_04_2021 21h43min40seg,542,-1,9160,918,4,750,400,0,0,8510,0,615,0,150,0,15520
26_04_2021 21h44min10seg,543,-1,6440,575,12,750,400,0,0,5790,0,811,0,150,0,10040
26_04_2021 21h44min42seg,544,-1,5160,650,723,600,700,0,0,4860,0,0,0,300,0,10820
26_04_2021 21h45min11seg,545,-1,4842,469,723,750,775,0,0,4215,352,0,0,525,0,9040
26_04_2021 21h45min34seg,546,-1,4600,491,2,600,400,0,0,3950,0,671,0,0,0,7860
26_04_2021 21h46min02seg,547,-1,3790,521,707,600,700,0,0,3940,0,0,0,600,0,9000
26_04_2021 21h46min55seg,548,-1,7720,786,941,1050,700,0,0,7570,0,0,0,750,0,15300
26_04_2021 21h47min24seg,549,-1,5790,636,12,600,400,0,0,5140,0,727,0,0,0,10200
26_04_2021 21h47min47seg,550,-1,4675,497,1,600,400,0,0,4025,0,699,0,0,0,7960
26_04_2021 21h48min14seg,551,-1,4874,470,417,750,575,0,0,4385,164,0,0,425,0,8880
26_04_2021 21h49min04seg,552,-1,9134,855,25,750,475,0,0,8375,284,503,44,225,0,14580
26_04_2021 21h50min14seg,553,-1,9717,795,355,1100,775,0,0,8950,692,0,0,875,0,15840
26_04_2021 21h50min45seg,554,-1,5555,457,2,750,400,0,0,4905,0,895,0,150,0,8140
26_04_2021 21h51min18seg,555,-1,4645,495,10,600,400,0,0,3995,0,671,0,0,0,7940
26_04_2021 21h51min58seg,556,-1,5820,586,801,750,700,0,0,5920,0,0,0,750,0,10680
26_04_2021 21h52min29seg,557,-1,3850,538,0,600,500,0,0,4100,0,0,0,300,0,8820
26_04_2021 21h53min23seg,558,-1,1765,1375,4970,1900,1150,475,0,4015,0,0,0,2650,0,14400
26_04_2021 21h54min01seg,559,-1,5643,555,546,800,775,0,0,5050,568,0,0,575,0,10640
26_04_2021 21h54min29seg,560,-1,4970,472,17,750,400,0,0,4320,0,839,0,150,0,8400
26_04_2021 21h54min59seg,561,-1,5615,461,17,750,400,0,0,4965,0,811,0,150,0,8220
26_04_2021 21h55min40seg,562,-1,4520,1075,2759,800,1150,0,0,5120,0,0,0,1100,0,11940
26_04_2021 21h56min07seg,563,-1,4853,443,175,750,475,0,0,3990,288,167,0,225,0,8140
26_04_2021 21h56min33seg,564,-1,4955,475,12,750,400,0,0,4455,0,699,0,150,0,8440
26_04_2021 21h56min58seg,565,-1,4790,511,3,600,400,0,0,4140,0,671,0,0,0,8180
26_04_2021 21h57min27seg,566,-1,5765,631,8,600,400,0,0,5115,0,699,0,0,0,10120
26_04_2021 21h58min01seg,567,-1,5345,634,308,600,700,0,0,5045,0,0,0,300,0,10560
26_04_2021 21h58min36seg,568,-1,5565,642,125,600,475,0,0,4970,220,83,0,275,0,10500
26_04_2021 21h59min15seg,569,-1,3326,1113,1921,600,1225,0,0,4135,16,0,0,975,0,12220
26_04_2021 21h59min53seg,570,-1,6619,566,126,750,475,0,0,5660,384,279,22,225,0,10040
26_04_2021 22h00min23seg,571,-1,4779,519,140,600,475,0,0,3860,344,111,0,75,0,8540
26_04_2021 22h00min57seg,572,-1,4943,474,696,750,775,0,0,4510,208,0,0,525,0,9240
26_04_2021 22h01min32seg,573,-1,5590,624,3,600,400,0,0,5040,0,559,0,0,0,10000
26_04_2021 22h02min14seg,574,-1,4032,1232,2028,600,1225,0,0,3815,392,0,0,825,0,11720
26_04_2021 22h02min41seg,575,-1,5010,444,7,750,400,0,0,4360,0,839,0,150,0,7940
26_04_2021 22h03min09seg,576,-1,4745,505,7,600,400,0,0,4095,0,643,0,0,0,8100
26_04_2021 22h03min41seg,577,-1,6306,597,126,750,475,0,0,5535,196,307,22,225,0,10540
26_04_2021 22h04min17seg,578,-1,5445,595,437,700,700,0,0,5095,0,0,0,400,0,10500
26_04_2021 22h04min45seg,579,-1,4670,497,0,600,400,0,0,4020,0,699,0,0,0,7960
26_04_2021 22h05min12seg,580,-1,4870,453,11,750,400,0,0,4220,0,839,0,150,0,8080
26_04_2021 22h05min45seg,581,-1,6345,590,8,700,400,0,0,5695,0,755,0,100,0,10000
26_04_2021 22h06min16seg,582,-1,4429,491,433,700,575,0,0,4050,104,0,0,425,0,8920
26_04_2021 22h06min49seg,583,-1,5795,628,5,650,400,0,0,5295,0,559,0,50,0,10480
26_04_2021 22h07min19seg,584,-1,4965,461,323,750,600,0,0,4515,0,0,0,350,0,8700
26_04_2021 22h07min51seg,585,-1,5065,464,619,750,700,0,0,4715,0,0,0,450,0,8740
26_04_2021 22h08min29seg,586,-1,6450,617,157,750,500,0,0,6450,0,0,0,550,0,11000
26_04_2021 22h09min02seg,587,-1,5150,628,0,600,400,0,0,5000,0,307,0,0,0,10060
26_04_2021 22h09min30seg,588,-1,4810,512,9,600,400,0,0,4160,0,671,0,0,0,8220
26_04_2021 22h10min01seg,589,-1,5070,469,565,750,700,0,0,4920,0,0,0,450,0,8940
26_04_2021 22h10min29seg,590,-1,4745,488,161,700,500,0,0,4195,0,83,0,200,0,8560
26_04_2021 22h11min01seg,591,-1,3825,505,1161,600,700,0,0,3475,0,0,0,300,0,8660
26_04_2021 22h11min32seg,592,-1,4615,520,215,600,475,0,0,4170,20,0,0,75,0,8760
26_04_2021 22h12min10seg,593,-1,6735,612,12,700,400,0,0,6085,0,839,0,100,0,10360
26_04_2021 22h12min47seg,594,-1,6026,570,319,750,575,0,0,5405,196,0,0,325,0,10320
26_04_2021 22h13min18seg,595,-1,4712,520,90,600,475,0,0,3935,252,223,22,75,0,8480
26_04_2021 22h14min01seg,596,-1,4289,624,644,600,775,0,0,4710,104,0,0,875,0,10740
26_04_2021 22h14min43seg,597,-1,6155,477,833,1100,600,0,0,5755,0,0,0,700,0,10600
26_04_2021 22h15min21seg,598,-1,5420,635,222,600,700,0,0,5070,0,0,0,300,0,10500
26_04_2021 22h15min58seg,599,-1,6175,568,211,750,475,0,0,5780,20,0,0,425,0,10200
26_04_2021 22h16min27seg,600,-1,5195,458,11,750,400,0,0,4545,0,867,0,150,0,8160
26_04_2021 22h17min11seg,601,-1,3885,1875,3276,700,1150,0,0,4185,0,0,0,850,0,11660
26_04_2021 22h17min41seg,602,-1,5265,445,8,750,400,0,0,4815,0,755,0,150,0,7960
26_04_2021 22h18min12seg,603,-1,4175,501,552,600,700,0,0,3825,0,0,0,300,0,8540
26_04_2021 22h18min38seg,604,-1,4680,498,3,600,400,0,0,4030,0,671,0,0,0,7980
26_04_2021 22h19min10seg,605,-1,5710,625,13,600,400,0,0,5060,0,671,0,0,0,10020
26_04_2021 22h19min48seg,606,-1,5780,623,5,600,400,0,0,5130,0,699,0,0,0,10140
26_04_2021 22h20min19seg,607,-1,4810,453,734,750,700,0,0,4460,0,0,0,450,0,8580
26_04_2021 22h20min53seg,608,-1,5151,474,690,750,775,0,0,4620,256,0,0,525,0,9160
26_04_2021 22h21min30seg,609,-1,6558,607,110,750,475,0,0,5955,28,335,22,225,0,10680
26_04_2021 22h22min02seg,610,-1,4655,495,6,600,400,0,0,4005,0,643,0,0,0,7940
26_04_2021 22h22min30seg,611,-1,4685,497,0,600,400,0,0,4035,0,671,0,0,0,7960
26_04_2021 22h23min04seg,612,-1,5695,636,2,600,400,0,0,5145,0,643,0,0,0,10180
26_04_2021 22h23min42seg,613,-1,5665,663,282,600,700,0,0,5315,0,0,0,300,0,10980
26_04_2021 22h24min25seg,614,-1,6640,612,461,750,675,0,0,5805,460,0,0,425,0,10980
26_04_2021 22h25min03seg,615,-1,5281,616,137,600,475,0,0,4590,416,0,0,75,0,10200
26_04_2021 22h25min54seg,616,-1,8000,924,6,600,400,0,0,7550,0,671,0,0,0,14800
26_04_2021 22h26min55seg,617,-1,7853,955,216,600,775,0,0,7280,348,0,0,375,0,15640
26_04_2021 22h27min25seg,618,-1,4671,507,126,600,475,0,0,3760,336,111,22,75,0,8320
26_04_2021 22h27min56seg,619,-1,4744,516,141,600,475,0,0,3865,304,55,22,75,0,8480
26_04_2021 22h29min01seg,620,-1,7871,864,560,750,775,0,0,7440,356,0,0,525,0,15020
26_04_2021 22h29min39seg,621,-1,5196,644,9,600,475,0,0,4855,316,55,0,75,0,10520
26_04_2021 22h30min12seg,622,-1,4415,414,722,850,775,0,0,3800,340,0,0,625,0,8760
26_04_2021 22h30min50seg,623,-1,6065,600,8,750,400,0,0,5765,0,503,0,150,0,10440
26_04_2021 22h31min16seg,624,-1,4765,507,6,600,400,0,0,4115,0,755,0,0,0,8120
26_04_2021 22h32min13seg,625,-1,8255,951,1,600,400,0,0,7655,0,671,0,0,0,15220
26_04_2021 22h32min41seg,626,-1,4664,506,110,600,475,0,0,3825,264,223,22,75,0,8280
26_04_2021 22h33min44seg,627,-1,7608,939,249,600,775,0,0,6945,588,0,0,375,0,15380
26_04_2021 22h34min17seg,628,-1,4945,439,8,750,400,0,0,4295,0,783,0,150,0,7860
26_04_2021 22h34min51seg,629,-1,5264,441,177,750,475,0,0,4425,264,83,22,225,0,8100
26_04_2021 22h35min58seg,630,-1,8368,979,3,600,475,0,0,7205,688,587,44,75,0,15680
26_04_2021 22h36min25seg,631,-1,4780,526,8,600,400,0,0,4230,0,587,0,0,0,8440
26_04_2021 22h37min00seg,632,-1,3292,521,965,600,775,0,0,3765,52,0,0,875,0,9320
26_04_2021 22h37min35seg,633,-1,5250,363,754,1050,700,0,0,4900,0,0,0,750,0,8760
26_04_2021 22h38min11seg,634,-1,5732,594,277,700,575,0,0,5245,412,0,0,475,0,10460
26_04_2021 22h38min48seg,635,-1,2935,463,1052,750,700,0,0,3685,0,0,0,900,0,9720
26_04_2021 22h39min26seg,636,-1,6392,595,387,750,675,0,0,5825,192,0,0,425,0,10760
26_04_2021 22h39min56seg,637,-1,4615,493,1,600,400,0,0,3965,0,699,0,0,0,7900
26_04_2021 22h40min23seg,638,-1,4690,498,14,600,400,0,0,4040,0,671,0,0,0,8000
26_04_2021 22h40min49seg,639,-1,4855,521,14,600,400,0,0,4205,0,727,0,0,0,8360
26_04_2021 22h41min20seg,640,-1,5870,646,0,600,400,0,0,5220,0,699,0,0,0,10340
26_04_2021 22h42min10seg,641,-1,8370,862,0,750,400,0,0,7920,0,755,0,150,0,14620
26_04_2021 22h42min38seg,642,-1,4380,516,473,600,700,0,0,4030,0,0,0,300,0,8760
26_04_2021 22h43min11seg,643,-1,5123,606,208,700,675,0,0,4960,188,0,0,525,0,10660
26_04_2021 22h43min35seg,644,-1,4645,493,14,600,400,0,0,3995,0,699,0,0,0,7920
26_04_2021 22h44min03seg,645,-1,4480,521,370,600,700,0,0,4130,0,0,0,300,0,8840
26_04_2021 22h45min52seg,646,0,7755,5061,8317,2850,1225,3325,0,7875,780,643,67,3075,0,28800
26_04_2021 22h46min17seg,647,-1,4880,520,5,600,400,0,0,4230,0,755,0,0,0,8340
26_04_2021 22h46min48seg,648,-1,5965,655,9,600,400,0,0,5315,0,699,0,0,0,10500
26_04_2021 22h47min42seg,649,-1,5710,1623,1881,600,1225,0,0,6235,0,0,0,825,0,15580
26_04_2021 22h48min16seg,650,-1,5257,653,395,600,775,0,0,4960,272,0,0,575,0,11040
26_04_2021 22h49min15seg,651,-1,8613,1985,2666,1100,1375,0,0,8540,648,0,0,1425,50,15580
26_04_2021 22h49min53seg,652,-1,4293,894,1522,600,1225,0,0,4470,248,0,0,825,0,11980
26_04_2021 22h50min25seg,653,-1,2440,946,1188,600,725,0,0,3455,160,0,0,1225,0,10040
26_04_2021 22h50min59seg,654,-1,5155,706,1266,800,925,0,0,4660,420,0,0,725,0,10780
26_04_2021 22h51min29seg,655,-1,5625,631,8,600,400,0,0,5075,0,587,0,0,0,10120
26_04_2021 22h52min03seg,656,-1,4035,838,1575,600,1150,0,0,4335,0,0,0,750,0,11360
26_04_2021 22h52min36seg,657,-1,2570,1055,2266,600,1150,0,0,2970,0,0,0,750,0,10020
26_04_2021 22h53min09seg,658,-1,5235,646,339,600,700,0,0,5135,0,0,0,400,0,10780
26_04_2021 22h53min47seg,659,-1,5009,1669,2391,1100,1025,0,0,5000,84,0,0,1125,0,11800
26_04_2021 22h54min37seg,660,-1,7605,868,377,700,700,0,0,7405,0,195,0,400,0,14620
26_04_2021 22h55min14seg,661,-1,2759,854,1521,1250,1300,100,0,3815,144,0,0,1525,25,11420
26_04_2021 22h55min38seg,662,-1,4790,510,12,600,400,0,0,4140,0,671,0,0,0,8180
26_04_2021 22h56min11seg,663,-1,5897,612,379,750,775,0,0,5280,392,0,0,525,0,11100
26_04_2021 22h56min40seg,664,-1,4713,416,576,850,575,0,0,4380,308,0,0,725,0,8640
26_04_2021 22h57min16seg,665,-1,2130,1459,3692,700,1150,0,0,2780,0,0,0,850,0,11500
26_04_2021 22h58min09seg,666,-1,7665,870,1051,800,700,0,0,7665,0,0,0,700,0,15320
26_04_2021 22h58min36seg,667,-1,5662,465,175,750,475,0,0,4755,332,139,0,225,0,8480
26_04_2021 22h59min00seg,668,-1,4865,461,15,750,400,0,0,4215,0,839,0,150,0,8220
26_04_2021 22h59min33seg,669,-1,6875,603,4,750,400,0,0,6225,0,867,0,150,0,10480
26_04_2021 23h00min06seg,670,-1,5195,649,760,600,700,0,0,4845,0,0,0,300,0,10780
26_04_2021 23h00min32seg,671,-1,5460,448,9,750,400,0,0,4810,0,839,0,150,0,8000
26_04_2021 23h00min59seg,672,-1,4098,493,644,600,775,0,0,3635,188,0,0,375,0,8620
26_04_2021 23h01min28seg,673,-1,5820,636,12,600,400,0,0,5170,0,755,0,0,0,10200
26_04_2021 23h01min59seg,674,-1,6138,606,68,750,475,0,0,5215,348,503,44,225,0,10620
26_04_2021 23h02min33seg,675,-1,4070,673,1041,600,700,0,0,4620,0,0,0,600,0,11320
26_04_2021 23h03min01seg,676,-1,4108,499,693,600,775,0,0,3585,248,0,0,375,0,8720
26_04_2021 23h03min32seg,677,-1,5993,582,130,750,475,0,0,4990,428,279,22,225,0,10300
26_04_2021 23h04min04seg,678,-1,5923,619,100,650,475,0,0,5020,428,195,22,125,0,10360
26_04_2021 23h04min29seg,679,-1,4885,524,6,600,400,0,0,4235,0,699,0,0,0,8400
26_04_2021 23h04min54seg,680,-1,5110,449,12,750,400,0,0,4460,0,895,0,150,0,8020
26_04_2021 23h05min25seg,681,-1,6615,579,6,750,400,0,0,5965,0,895,0,150,0,10100
26_04_2021 23h05min52seg,682,-1,4145,518,795,600,700,0,0,3795,0,0,0,300,0,8840
26_04_2021 23h06min26seg,683,-1,5134,660,763,600,775,0,0,4895,164,0,0,525,0,11380
26_04_2021 23h06min51seg,684,-1,4920,456,16,750,400,0,0,4270,0,867,0,150,0,8140
26_04_2021 23h07min17seg,685,-1,5651,466,165,750,475,0,0,4760,316,167,22,225,0,8480
26_04_2021 23h07min44seg,686,-1,5230,471,165,750,475,0,0,4395,260,111,0,225,0,8560
26_04_2021 23h08min09seg,687,-1,4805,517,5,600,400,0,0,4155,0,671,0,0,0,8280
26_04_2021 23h08min41seg,688,-1,6493,612,70,750,475,0,0,5620,348,447,44,225,0,10720
26_04_2021 23h09min06seg,689,-1,4805,511,1,600,400,0,0,4155,0,643,0,0,0,8180
26_04_2021 23h09min38seg,690,-1,4465,639,214,600,700,0,0,5115,0,0,0,750,0,10860
26_04_2021 23h10min38seg,691,-1,8718,1222,564,1150,925,0,0,8385,1108,0,0,1475,0,16440
26_04_2021 23h11min17seg,692,-1,4034,2010,1424,1150,1225,0,0,4545,264,0,0,1375,0,12000
26_04_2021 23h11min49seg,693,-1,6915,606,3,750,400,0,0,6265,0,895,0,150,0,10520
26_04_2021 23h12min20seg,694,-1,6107,633,88,650,475,0,0,5140,392,251,22,125,0,10560
26_04_2021 23h12min44seg,695,-1,4640,495,12,600,400,0,0,3990,0,671,0,0,0,7940
26_04_2021 23h13min16seg,696,-1,5860,542,410,850,700,0,0,5510,0,0,0,550,0,10500
26_04_2021 23h14min04seg,697,-1,8460,896,7,650,400,0,0,7810,0,671,0,50,0,14620
26_04_2021 23h14min36seg,698,-1,5785,623,67,650,475,0,0,5080,180,363,22,125,0,10480
26_04_2021 23h15min04seg,699,-1,4775,460,592,750,700,0,0,4725,0,0,0,650,0,8760
26_04_2021 23h15min39seg,700,-1,6825,455,887,1100,700,0,0,6475,0,0,0,800,0,10420
26_04_2021 23h16min07seg,701,-1,4590,486,588,700,700,0,0,4590,0,0,0,500,0,8980
26_04_2021 23h16min56seg,702,-1,8295,935,5,600,400,0,0,7645,0,671,0,0,0,14980
26_04_2021 23h17min26seg,703,-1,5700,632,49,600,475,0,0,5025,100,363,44,75,0,10220
26_04_2021 23h17min50seg,704,-1,4615,505,10,600,400,0,0,4065,0,587,0,0,0,8120
26_04_2021 23h18min37seg,705,-1,8420,891,8,650,400,0,0,7770,0,643,0,50,0,14540
26_04_2021 23h19min02seg,706,-1,5525,456,8,750,400,0,0,4875,0,811,0,150,0,8120
26_04_2021 23h19min35seg,707,-1,6945,608,8,750,400,0,0,6295,0,839,0,150,0,10560
26_04_2021 23h20min26seg,708,-1,8225,963,2,600,400,0,0,7725,0,643,0,0,0,15420
26_04_2021 23h20min50seg,709,-1,4795,440,4,750,400,0,0,4145,0,895,0,150,0,7860
26_04_2021 23h21min22seg,710,-1,5896,601,267,700,575,0,0,5275,296,0,0,375,0,10620
26_04_2021 23h21min50seg,711,-1,5554,462,170,750,475,0,0,4875,104,139,22,225,0,8420
26_04_2021 23h22min23seg,712,-1,6254,575,733,750,775,0,0,5455,524,0,0,525,0,10540
26_04_2021 23h22min47seg,713,-1,4780,508,13,600,400,0,0,4130,0,699,0,0,0,8160
26_04_2021 23h23min12seg,714,-1,5100,461,17,750,400,0,0,4450,0,867,0,150,0,8220
26_04_2021 23h23min43seg,715,-1,7100,600,17,750,400,0,0,6450,0,867,0,150,0,10440
26_04_2021 23h24min11seg,716,-1,4850,458,874,750,700,0,0,4500,0,0,0,450,0,8700
26_04_2021 23h24min42seg,717,-1,4985,632,504,600,500,0,0,4885,0,0,0,300,0,10480
26_04_2021 23h25min05seg,718,-1,4340,457,12,600,400,0,0,3690,0,671,0,0,0,7340
26_04_2021 23h25min29seg,719,-1,4745,505,11,600,400,0,0,4095,0,671,0,0,0,8100
26_04_2021 23h25min56seg,720,-1,5643,472,168,750,475,0,0,4920,148,139,0,225,0,8580
26_04_2021 23h26min22seg,721,-1,5115,460,152,750,400,0,0,4815,0,0,0,350,0,8440
26_04_2021 23h26min55seg,722,-1,5035,595,486,750,675,0,0,5190,220,0,0,975,0,10900
26_04_2021 23h27min19seg,723,-1,4830,398,99,750,400,0,0,4255,0,335,0,225,0,7340
26_04_2021 23h27min52seg,724,-1,6030,620,518,700,775,0,0,5365,440,0,0,475,0,10980
26_04_2021 23h28min23seg,725,-1,5481,623,202,600,575,0,0,4890,116,0,0,175,0,10300
26_04_2021 23h28min48seg,726,-1,4653,505,146,600,475,0,0,3930,148,139,0,75,0,8300
26_04_2021 23h29min16seg,727,-1,4132,452,583,750,675,0,0,3975,332,0,0,825,0,8800
26_04_2021 23h29min41seg,728,-1,3875,491,449,600,700,0,0,3875,0,0,0,500,0,8500
26_04_2021 23h30min12seg,729,-1,6290,587,6,750,400,0,0,5640,0,783,0,150,0,10220
26_04_2021 23h30min37seg,730,-1,4785,525,123,600,400,0,0,4210,0,83,0,75,0,8600
26_04_2021 23h31min03seg,731,-1,4884,498,150,650,475,0,0,3965,344,111,22,125,0,8460
26_04_2021 23h31min35seg,732,-1,5978,663,83,600,475,0,0,5035,368,307,22,75,0,10760
26_04_2021 23h32min06seg,733,-1,5170,625,526,600,700,0,0,4820,0,0,0,300,0,10380
26_04_2021 23h32min33seg,734,-1,4148,492,535,600,775,0,0,3845,28,0,0,375,0,8620
26_04_2021 23h33min00seg,735,-1,4140,509,724,600,675,0,0,3845,20,0,0,275,0,8840
26_04_2021 23h33min31seg,736,-1,5840,531,368,950,500,0,0,5290,0,307,0,450,0,10580
26_04_2021 23h34min11seg,737,-1,4633,652,2872,1450,1025,150,0,5280,28,0,0,1475,0,12060
26_04_2021 23h34min45seg,738,-1,3876,1011,1742,1150,1025,0,0,3215,636,0,0,1175,0,9760
26_04_2021 23h35min38seg,739,-1,9810,900,9,750,475,0,0,8625,660,531,22,225,0,15400
26_04_2021 23h36min17seg,740,-1,4786,1298,2618,950,1225,0,0,4605,356,0,0,1175,0,11680
26_04_2021 23h36min45seg,741,-1,4245,517,674,600,700,0,0,3895,0,0,0,300,0,8800
26_04_2021 23h37min11seg,742,-1,4702,512,138,600,475,0,0,4095,32,83,22,75,0,8420
26_04_2021 23h37min38seg,743,-1,4160,503,651,600,775,0,0,3545,340,0,0,375,0,8780
26_04_2021 23h38min05seg,744,-1,5160,470,277,750,500,0,0,4660,0,0,0,250,0,8660
26_04_2021 23h39min03seg,745,-1,5175,1447,2306,1150,1150,200,0,6325,0,0,0,1450,0,17020
26_04_2021 23h39min32seg,746,-1,4719,445,822,750,775,0,0,4430,64,0,0,525,0,8700
26_04_2021 23h39min58seg,747,-1,4567,458,161,700,475,0,0,3840,152,139,22,175,0,8140
26_04_2021 23h40min30seg,748,-1,6735,594,6,800,400,0,0,6285,0,531,0,200,0,10620
26_04_2021 23h40min57seg,749,-1,5020,440,315,750,475,0,0,4395,300,0,0,225,0,8380
26_04_2021 23h41min29seg,750,-1,4780,1102,1843,1000,1075,0,0,4085,720,0,0,1075,0,9480
26_04_2021 23h41min57seg,751,-1,5351,474,307,750,475,0,0,4470,356,0,0,225,0,8820
26_04_2021 23h42min27seg,752,-1,6375,590,3,750,400,0,0,5725,0,811,0,150,0,10260
26_04_2021 23h42min58seg,753,-1,5740,652,1,600,400,0,0,5240,0,559,0,0,0,10440
26_04_2021 23h43min23seg,754,-1,4709,511,141,600,475,0,0,3990,144,83,0,75,0,8400
26_04_2021 23h43min54seg,755,-1,5706,633,83,600,475,0,0,4695,436,223,22,75,0,10280
26_04_2021 23h44min28seg,756,-1,6425,604,74,750,475,0,0,5480,420,503,44,225,0,10600
26_04_2021 23h45min04seg,757,-1,4735,973,2805,900,1050,0,0,4885,0,0,0,950,0,11280
26_04_2021 23h45min34seg,758,-1,6005,623,3,650,400,0,0,5455,0,671,0,50,0,10260
26_04_2021 23h45min58seg,759,-1,4745,504,7,600,400,0,0,4095,0,699,0,0,0,8080
26_04_2021 23h46min22seg,760,-1,4760,510,11,600,400,0,0,4110,0,643,0,0,0,8180
26_04_2021 23h46min53seg,761,-1,4495,630,605,600,600,0,0,4695,0,0,0,650,0,10740
26_04_2021 23h47min25seg,762,-1,5145,638,596,600,700,0,0,4895,0,0,0,300,0,10660
26_04_2021 23h47min58seg,763,-1,4990,629,792,600,775,0,0,4715,0,0,0,375,0,10600
26_04_2021 23h48min49seg,764,-1,697,649,5615,2200,1225,500,0,3470,352,0,0,3175,0,15280
26_04_2021 23h49min23seg,765,-1,6312,549,667,850,775,0,0,5565,472,0,0,625,0,10640
26_04_2021 23h49min47seg,766,-1,4630,492,13,600,400,0,0,3980,0,727,0,0,0,7900
26_04_2021 23h50min19seg,767,-1,5065,619,546,600,700,0,0,4765,0,0,0,300,0,10380
26_04_2021 23h50min51seg,768,-1,2995,785,2063,850,1150,0,0,3545,0,0,0,1000,0,10060
26_04_2021 23h51min18seg,769,-1,5410,463,7,750,400,0,0,4860,0,783,0,150,0,8240
26_04_2021 23h51min46seg,770,-1,3025,523,241,600,700,0,0,4025,0,0,0,1050,0,9340
26_04_2021 23h52min17seg,771,-1,2790,604,1806,1000,1050,50,0,3340,0,0,0,1050,0,9920
26_04_2021 23h52min51seg,772,-1,2640,982,1621,1050,1125,0,0,3275,540,0,0,1325,0,10320
26_04_2021 23h53min16seg,773,-1,4695,515,10,600,400,0,0,4145,0,559,0,0,0,8260
26_04_2021 23h54min08seg,774,-1,6760,1164,586,600,1000,0,0,7260,0,0,0,750,0,15800
26_04_2021 23h54min41seg,775,-1,5046,635,432,600,775,0,0,4865,156,0,0,375,0,10760
26_04_2021 23h55min16seg,776,-1,3373,2427,1775,750,1375,0,0,3630,268,0,0,1075,50,10620
26_04_2021 23h55min46seg,777,-1,5935,634,11,650,400,0,0,5435,0,615,0,50,0,10480
26_04_2021 23h56min12seg,778,-1,5485,491,0,700,400,0,0,4835,0,755,0,100,0,8400
26_04_2021 23h56min43seg,779,-1,5870,556,356,800,700,0,0,5520,0,0,0,500,0,10380
26_04_2021 23h57min13seg,780,-1,2625,927,1907,600,1000,0,0,3075,0,0,0,900,0,9580
26_04_2021 23h57min46seg,781,-1,2275,1503,2816,1200,1050,50,0,2925,0,0,0,1250,0,10260
26_04_2021 23h58min12seg,782,-1,3904,469,816,600,675,0,0,3505,24,0,0,275,0,8340
26_04_2021 23h58min48seg,783,-1,3670,1063,1354,600,1150,0,0,4570,0,0,0,1050,0,11940
26_04_2021 23h59min55seg,784,-1,7508,1279,2086,800,1075,0,0,8415,68,0,0,1325,0,18140
27_04_2021 00h00min27seg,785,-1,3870,1609,3092,1100,1050,0,0,3870,0,0,0,1150,0,9660
27_04_2021 00h00min58seg,786,-1,6675,582,3,750,400,0,0,6025,0,811,0,150,0,10140
27_04_2021 00h01min29seg,787,-1,6525,589,7,750,400,0,0,6075,0,559,0,150,0,10260
27_04_2021 00h02min01seg,788,-1,5470,648,353,600,700,0,0,5120,0,0,0,300,0,10740
27_04_2021 00h02min24seg,789,-1,4685,499,7,600,400,0,0,4035,0,671,0,0,0,8000
27_04_2021 00h02min56seg,790,-1,4273,611,270,650,775,0,0,4470,228,0,0,575,0,10720
27_04_2021 00h03min24seg,791,-1,4410,521,508,600,775,0,0,4035,100,0,0,375,0,9040
27_04_2021 00h03min54seg,792,-1,5557,617,100,600,475,0,0,4770,212,279,22,75,0,10040
27_04_2021 00h04min18seg,793,-1,4810,512,9,600,400,0,0,4160,0,671,0,0,0,8220
27_04_2021 00h04min43seg,794,-1,4645,523,116,600,500,0,0,4195,0,139,0,200,0,8580
27_04_2021 00h05min19seg,795,-1,4072,1735,1709,600,1300,0,0,4030,292,0,0,875,25,11400
27_04_2021 00h05min52seg,796,-1,2615,1017,2235,750,1300,0,0,3215,0,0,0,1050,0,10340
27_04_2021 00h06min22seg,797,-1,5860,642,10,600,400,0,0,5210,0,671,0,0,0,10300
27_04_2021 00h06min48seg,798,-1,4765,458,248,750,500,0,0,4315,0,0,0,250,0,8520
